D_HDN	D_MFI	VPCT	VPPD_Nor	VPPD_Cen	VPPD_Sur	VPPD_Tot	CMg_Nor	CMg_Cen	CMg_Sur	Capital	Dem_Tot	Ccapital	
254.11	14.3331	1368.93	5967.54	3634.8	529.109	10157.6	472.654	72.1367	44.636	56	9350	75	
62.5033	3.70528	647.836	1262.02	1310.22	354.143	2930.41	129.973	39.1127	41.1406	56	6360	75	
78.8433	4.24222	809.947	747.603	1217.42	430.565	2395.94	82.8105	37.5753	43.8033	56	7060	75	
58.0209	3.24919	687.501	637.66	1092.41	384.69	2115.07	79.0537	35.8949	42.3869	56	6540	75	
115.684	6.71306	832.088	2711.72	2000.97	392.65	5116.7	237.08	48.9623	41.7395	56	7120	75	
321.654	18.4076	1535.19	8422.13	4706.66	536.463	13704.5	659.888	87.5646	43.8117	56	10017	75	
64.0302	4.67424	1317.42	6109.39	2004.73	526.742	8649.31	338.579	56.0895	46.2541	56	7270	75	
44.8329	2.82	555.523	1063.19	1170.6	322.313	2559.45	118.063	37.185	40.2112	56	5970	75	
177.928	10.1334	1074.99	4160.58	2730.65	454.401	7364.03	341.759	59.3116	43.0805	56	8130	75	
126.238	7.00353	952.145	2239.82	1896.65	451.408	4595.99	194.968	47.3053	43.8199	56	7640	75	
136.819	7.85198	920.683	3148.01	2231.04	417.363	5809.82	267.98	52.2117	42.3386	56	7490	75	
146.971	9.06743	1700.44	7559.04	2825.45	645.948	11044.7	437.106	67.5588	49.3394	56	8860	75	
83.3525	7.23726	2251.86	13949.6	3384.99	742.31	18097.4	713.777	85.8139	52.1215	56	8510	75	
62.2623	5.8541	1930.26	12033.7	2967.94	652.848	15672.3	624.295	77.5754	49.5346	56	7790	75	
116.881	6.18068	1000.32	1257.7	1544.8	494.236	3298.93	115.406	42.1116	45.594	56	7860	75	
212.081	12.8533	1803.01	9224.17	3731.74	644.633	13625.5	581.168	79.7933	48.3804	56	9480	75	
255.574	16.5404	2380.89	15535.7	5216	742.551	21535.1	934.03	107.107	50.1848	56	10290	75	
194.045	15.5255	3411.03	25466.8	6304.3	962.406	32783.6	1365.75	137.901	56.5016	56	10580	75	
196.268	14.3932	2859.72	19860.4	5377.94	854.747	26134	1091.13	117.469	53.8055	56	10170	75	
351.346	20.4941	1821.52	10735	5323.55	602.853	16705.8	788.086	98.4119	45.3646	56	10650	75	
103.282	6.10521	763.617	2605.65	1913.61	368.057	4898.41	231.456	47.7684	41.0007	56	6830	75	
91.7012	15.5855	5940.03	50291.6	9499.88	1507.86	61357.4	2491.96	219.519	71.9559	56	11680	75	
122.388	14.198	4546.74	36379.3	7461.31	1206.03	45106.3	1836.28	171.359	63.5508	56	10868	75	
386.187	24.5336	2762	20665.7	7336.57	793.989	28841.6	1311.36	138.239	50.0503	56	11670	75	
317.586	22.6608	3584.56	28410.9	7987.49	982.051	37424.2	1628.46	160.322	55.8194	56	11740	75	
128.06	12.942	3858.24	29405.3	6336.85	1070.64	36861.4	1497.44	146.215	60.1193	56	10380	75	
132.613	9.56888	2265.51	13190.7	3639.64	760.228	17612.5	701.433	86.9463	52.372	56	9180	75	
265.057	16.0083	1919.35	10914.5	4525.84	649.94	16124.5	714.945	90.983	47.7579	56	10010	75	
266.378	18.0379	2780.23	19714.6	6026.07	816.489	26606.3	1150.56	123.505	51.861	56	10690	75	
192.33	13.0744	2374.2	14867	4496.07	761.856	20157	840.924	98.7164	51.5626	56	9760	75	
269.798	19.107	3168.35	23708.7	6734.06	890.655	31389.7	1350.96	138.531	53.6479	56	11020	75	
236.207	20.0793	4402.01	35982.5	8486.47	1163.59	45682.7	1924.85	180.569	61.3912	56	11700	75	
144.301	16.6786	5111.84	42355.7	8681.82	1312.63	52418.3	2152.08	195.416	65.9698	56	11489	75	
170.704	9.22924	1191.41	2705.53	2240.35	536.821	5491.88	221.952	51.9744	46.2575	56	8640	75	
202.6	17.1334	3912.89	30670.7	7266.06	1056.96	39053.5	1630.73	157.862	58.7199	56	11041	75	
226.733	13.0078	1212.99	5773.88	3454.46	470.705	9725.93	463.652	69.6958	42.8996	56	8690	75	
106.952	9.25985	2745.39	17845.5	4180.24	861.668	22914.1	906.803	101.678	55.2477	56	9340	75	
116.283	10.859	3224.8	22827.7	5111.96	951.617	28927.4	1161.58	120.895	57.3411	56	9790	75	
333.076	20.6986	2349.86	15954.7	6030.56	711.284	22747.5	1028.36	115.916	48.3082	56	10909	75	
404.75	23.9254	2049.08	13564.9	6314.38	629.595	20564.5	978.513	113.837	45.2665	56	11270	75	
110.994	12.3277	3738.62	29374.4	6280.17	1049.14	36752.6	1494.51	144.652	58.3602	56	10380	75	
184.058	16.4762	3784.92	30637.7	7205.42	1039.51	38937.1	1627.6	156.189	57.2818	56	11041	75	
342.478	20.1798	1760.32	10719.2	5294.55	591.853	16650.1	786.586	97.6119	44.4646	56	10650	75	
137.297	8.72457	1633.67	7541.8	2793.82	633.948	10983.9	435.469	66.6861	48.3576	56	8860	75	
115.967	12.5134	3774.79	29383.8	6297.31	1055.64	36785.5	1495.39	145.124	58.892	56	10380	75	
102.578	10.3733	3130.22	22803.3	5067.15	934.617	28841.3	1159.27	119.659	55.9502	56	9790	75	
216.651	16.7156	2696.03	20080.3	6054.22	963.92	30663	1166.08	123.734	62.1271	56	10690	75	
169.06	9.79957	1013.79	4144.78	2701.65	443.401	7308.33	340.259	58.5116	42.1805	56	8130	75	
100.038	6.01719	771.327	2193.13	1810.97	418.908	4431.42	190.536	44.9416	41.1608	56	7640	75	
29.2956	4.53473	1872.32	11993.3	2853.53	1991.81	16880.3	619.563	74.3877	108.084	56	7790	75	
105.695	5.84961	901.63	1414.84	1567.19	470.444	3455.86	127.758	41.8929	43.9478	56	7830	75	
213.703	19.5706	4420.41	36247.4	8538.98	1276.82	48483.1	1937.05	181.664	69.4439	56	11700	75	
97.1422	6.01503	704.124	2678.69	1940.33	369.65	5000.24	234.13	47.2896	39.8576	56	7120	75	
52.007	4.219	1233.97	6087.85	1965.18	511.742	8573.35	336.533	54.9986	45.0268	56	7270	75	
127.145	7.48779	853.92	3130.78	2199.4	405.363	5749.06	266.343	51.339	41.3567	56	7490	75	
192.33	12.1533	1666.71	9188.97	3667.14	620.133	13501.4	577.827	78.0115	46.3758	56	9480	75	
176.712	14.9112	3291.42	25436	6247.62	940.906	32674.7	1362.81	136.338	54.7425	56	10580	75	
107.172	13.6266	4435.47	36350.6	7408.58	1188.1	45005	1833.55	169.904	62.0797	56	10868	75	
242.017	13.8916	1285.47	5945.99	3595.25	514.109	10081.6	470.608	71.0458	43.4087	56	9350	75	
46.3798	3.0983	536.563	1233.29	1257.49	334.143	2829.14	127.465	37.6582	39.5043	56	6360	75	
58	16	7446	61634	11150	1697	74481	3017	260	76	56	12205	75	
131.883	8	1044	745	1367	522	2633	72	39	46	56	8118	75	
535	30	2140	17269	7901	589	25759	1333	135	42	56	12205	75	
23	1	374	353	765	266	1384	68	31	38	56	5269	75	
82	6	432	587	1077	412	2076	57	31	37	56	8118	75	
293	28	30049	65521	14688	161586	241795	3207	342	7275	56	12205	75	
495	46	4056	35086	19455	1883	56423	2708	332	135	56	12205	75	
38	3	459.818	594.182	1090.18	417	2101.32	57.6818	31.3636	37.4091	56	8118	75	
36	17	23136.9	64332.3	11828	112691	190630	3148.9	276	5073.52	56	12205	75	
433	30	2724	28333	13793	1487.29	44365	2187	235	106.56	56	12205	75	
128.603	16.8126	14730.3	39123.5	9240.87	71571.2	122438	1975.39	208.249	3233.57	56	10868	75	
154.644	16.4746	5454.74	32903	7889.08	8248.6	55907.7	1757.26	170.194	390.753	56	11041	75	
331.891	24.1409	3132.11	26790.5	10057.4	1264.51	41410	1762.19	185.492	83.9826	56	11670	75	
338.01	26.1525	2758.44	24449.9	11687	1357.53	39222	1812.72	205.911	97.0973	56	11270	75	
264.601	22.3202	4016.03	32141	9743.68	1431.52	49416.2	1873.12	192.094	88.409	56	11740	75	
186.62	14.6486	1424.39	11514.1	6357.83	809.075	18855.6	905.518	118.145	66.4249	56	8690	75	
47.4934	7.32572	4650.9	18435.7	4139.49	16270.8	39566.2	931.615	99.7351	746.378	56	9340	75	
153.769	16.1886	12772.7	32263	8212.6	63387.8	105471	1657.41	185.272	2867.14	56	10380	75	
61.6379	9.31891	6107.49	23855.4	5202.51	22112.9	52854.2	1211.13	122.142	1009.14	56	9790	75	
67.117	7.44263	2670.73	13756.3	3565.08	5364.72	24458.5	728.07	84.1026	258.605	56	9180	75	
96.6787	6.70546	709.107	3680.91	2436.74	498.335	6669.6	294.644	52.5234	42.3121	56	8640	75	
230.835	21.3133	3827.24	18632.5	8940.42	11340.5	39395.1	1298.75	166.52	539.776	56	10010	75	
218.987	21.0409	6036.28	26648.5	9658.89	19556.9	59339.2	1656.08	189.381	907.904	56	10690	75	
127.154	11.3141	2269.05	16060.6	4842.25	897.356	25043.5	909.515	103.794	60.4106	56	9760	75	
36	17	23136.9	64332.3	11828	112691	190630	3148.9	276	5073.52	56	12205	75	
467.754	30	2525.02	24563.2	11785.4	1181.22	38025.5	1896.02	200.927	84.5629	56	12205	75	
276.339	23.5336	3259.43	24866.9	10573.7	1377.19	40856	1699.63	195.31	95.5844	56	10909	75	
212.037	18.2849	3504.65	26692.6	8128.39	1269.57	41637	1543.73	163.18	80.3272	56	11020	75	
193.409	21.3491	11124.2	41424.2	11518.9	42861.8	101848	2279.61	236.47	1950.99	56	11700	75	
114.411	18.4258	15583.4	45624	10673.2	71921.5	132349	2322.75	234.904	3249.95	56	11489	75	
348.841	23.2391	2267.51	20426	9253.67	1051.46	31833.5	1502.15	163.763	75.1	56	11270	75	
190.838	15.737	1515	11973.5	6743	835.994	19675.9	940.96	124.743	68.3596	56	8690	75	
46.8341	7.35569	5121.11	18516.5	4159.81	19596.9	43046.8	935.568	100.215	896.139	56	9340	75	
70.3393	7.24935	6103.35	14727	3671.4	29912.4	48530.4	746.888	91.4752	1362.45	56	8510	75	
143.231	10.853	1545.86	10887.8	4308.37	732.024	17482.6	696.908	87.9844	53.6959	56	9480	75	
141	14.4616	3917.58	27256.4	6658.93	1998.13	41977.3	1467.35	144.811	109.718	56	10580	75	
136.722	12.9745	2998.02	21362.9	5763.68	1060.69	32821.1	1177.21	124.029	67.8263	56	10170	75	
275.953	19.7473	2484.67	20531.6	7975.87	1044.2	31952.9	1365.03	148.998	71.6524	56	10909	75	
293.377	19.3527	1853.11	15973.7	7482.02	891.271	25093.4	1187.95	134.374	65.4413	56	10650	75	
76.5907	17.1986	19291.8	53504.9	10853.2	93201.6	159972	2652.84	248.538	4201.56	56	11680	75	
322.2	25.5186	3845.03	30560.3	12091.7	1570.58	49596.2	2053.17	221.786	105.98	56	11670	75	
262.095	17.5146	1613.59	14510.5	7344.68	884.422	23068.3	1128.76	131.54	68.0809	56	10017	75	
263.941	22.3501	4099.94	32472.6	9920.25	1458.44	50212.4	1898.71	195.09	90.3436	56	11740	75	
74.6183	6.63691	1284.06	7945.03	2676.06	626.812	12536.4	455.638	62.833	46.8328	56	8860	75	
62.2972	9.28895	5637.28	23774.5	5182.19	18786.7	49373.6	1207.18	121.663	859.384	56	9790	75	
66.4577	7.4726	3140.94	13837.1	3585.4	8690.89	27939.1	732.022	84.582	408.366	56	9180	75	
192.572	15.1347	2366	18108.1	6280.56	969.115	28329.2	1110.56	124.794	65.7196	56	10290	75	
173.304	18.3653	9734.08	30184	8924.38	43142.9	85032.7	1682.61	188.63	1962.26	56	10580	75	
193.337	18.5586	8232.34	25067.9	8396.92	37145.5	71796.5	1457.42	173.393	1693.65	56	10170	75	
44.1552	16.6293	17320.4	63332.1	11576.7	71546.6	147574	3100	270.069	3220.98	56	12205	75	
222.032	21.202	6952.09	30462.3	10195.3	22584.3	67903.9	1834.71	202.175	1043.64	56	11020	75	
193.451	19.9105	5777.88	38807.5	9486.07	5043.25	62272.9	2088.16	200.3	248.214	56	11700	75	
111.338	16.5284	10237.1	44704.6	9189.96	34103	92774.1	2277.81	206.882	1547.17	56	11489	75	
67.3769	15.7164	13945.5	52585.5	10043.7	55383	120398	2607.9	232.009	2498.78	56	11680	75	
83.8081	13.5351	8913.75	38123.3	7794.22	30426.5	79382.7	1926.5	178.585	1381.03	56	10868	75	
197.757	14.3971	1818.59	14230	5879.6	855.313	22553.3	959.018	112.892	61.6947	56	10010	75	
140.175	10.853	1563.37	11219.4	4484.93	758.943	18040.1	722.499	90.9811	55.6306	56	9480	75	
204.12	16.9415	2922.12	22751.4	7385.68	1138.7	35408	1355.29	146.915	74.377	56	10690	75	
213.673	20.8107	5300.62	22593.3	9132.87	18187.6	51628.1	1456.71	176.15	846.222	56	10290	75	
140.341	14.4916	4387.79	27337.3	6835.49	5324.3	45457.9	1471.3	147.808	259.479	56	10580	75	
433	30	2724	28333	13793	1487.29	44365	2187	235	106.56	56	12205	75	
272.896	19.7473	2502.17	20863.2	8152.43	1071.12	32510.4	1390.62	151.995	73.5871	56	10909	75	
290.321	19.3527	1870.61	16305.3	7658.59	918.19	25650.9	1213.54	137.371	67.3759	56	10650	75	
187.924	12.8408	1243.62	10219.7	5421.63	743.27	16619.1	799.132	100.878	59.0992	56	9350	75	
155.303	16.4446	4984.53	32822.1	7712.52	4922.43	52427	1753.31	167.198	240.993	56	11041	75	
287.702	26.3788	2378.06	19269	10965.7	1190.49	31439.8	1495.93	193.472	90.0782	56	10017	75	
93.622	6.70546	726.608	4012.46	2613.31	525.254	7227.17	320.236	55.5201	44.2468	56	8640	75	
81.3147	11.8501	6956.21	30818.2	6552.5	22243	62415.2	1570.14	150.536	1014.59	56	10380	75	
190.98	12.8408	1226.12	9888.13	5245.07	716.351	16061.5	773.54	97.8809	57.1645	56	9350	75	
265.152	17.5146	1596.09	14178.9	7168.12	857.503	22510.7	1103.17	128.544	66.1462	56	10017	75	
43.496	16.6593	17790.6	63412.9	11597	74872.7	151055	3103.96	270.548	3370.74	56	12205	75	
212.696	18.255	3414.04	26361	7951.82	1242.65	40816.7	1518.14	160.183	78.3925	56	11020	75	
263.309	23.7018	6682.74	36242.4	11951.1	15258.2	70419.6	2189.69	231.094	716.94	56	11740	75	
136.063	13.0045	3088.63	21443.7	5940.25	1087.61	33641.4	1181.16	127.026	69.761	56	10170	75	
73.9591	6.66688	1374.67	8025.89	2840.1	653.731	13356.7	459.591	65.6278	48.7675	56	8860	75	
80.6555	11.8801	7426.42	30899	6572.81	25569.2	65895.8	1574.09	151.015	1164.36	56	10380	75	
200.814	14.3971	1801.09	13898.4	5703.03	828.394	21995.8	933.426	109.895	59.76	56	10010	75	
68.0362	15.6864	13475.3	52504.6	10023.4	52056.9	116917	2603.95	231.529	2349.02	56	11680	75	
126.494	11.3441	2359.66	16146.9	5018.82	924.275	25863.8	913.935	106.791	62.3453	56	9760	75	
111.997	16.4984	9766.89	44623.7	9169.64	30776.8	89293.5	2273.86	206.402	1397.41	56	11489	75	
351.898	23.2391	2250.01	20094.4	9077.1	1024.54	31275.9	1476.56	160.766	73.1653	56	11270	75	
52.8563	6.50105	5633.14	14646.1	3476.84	26586.2	45049.7	742.936	86.9854	1212.69	56	8510	75	
194.11	19.8805	5307.67	38726.6	9309.5	1717.08	58792.3	2084.21	197.303	98.4535	56	11700	75	
291.943	24.3684	2451.14	20577.8	10493.6	1224.26	33361.4	1543.26	186.196	89.3732	56	10650	75	
164.33	19.346	10801	35425.6	9954.9	46067.2	95482.5	1940.59	209.102	2093.53	56	11041	75	
470.811	30	2507.52	24231.7	11608.9	1154.3	37467.9	1870.43	197.931	82.6283	56	12205	75	
270.348	17.5146	1566.34	13615.3	6867.96	811.741	21562.9	1059.66	123.449	62.8573	56	10017	75	
107.756	10.2811	8177.47	19042.1	4932.6	41217	65670.9	961.26	117.384	1869.58	56	9340	75	
189.515	15.1347	2383.5	18439.7	6457.13	996.034	28886.8	1136.15	127.791	67.6543	56	10290	75	
326.167	23.2766	2489.32	23211	10736.8	1277.58	36785.8	1717.13	188.935	91.3513	56	11270	75	
83.1488	13.565	9383.96	38204.1	7814.54	33752.7	82863.3	1930.45	179.065	1530.79	56	10868	75	
45.2518	7.42761	6249.61	18710.6	4208.57	27579.7	51400.3	945.054	101.365	1255.56	56	9340	75	
296.246	24.5322	4430.3	34873.2	11483	1608.79	54902.9	2123.81	219.202	101.64	56	12010	75	
136.231	11.6694	1095.18	7543.49	4557.96	695.605	12878.1	591.625	87.603	55.7783	56	9000	75	
192.066	19.5289	16437.1	40044.7	9947.11	83645.2	135073	2043.91	224.547	3777.2	56	10868	75	
211.154	12.8408	1110.61	7699.86	4079.73	538.685	12381.6	604.634	78.1026	44.3956	56	9350	75	
322.109	24.1409	3188.11	27851.5	10622.4	1350.65	43194.2	1844.09	195.081	90.1736	56	11670	75	
431.443	26.7777	2210.16	20117.5	9570.52	950.994	31034.5	1545.7	165.06	68.7095	56	11727	75	
205.924	16.9258	2893.52	22419.8	7209.12	1111.78	34810.6	1329.7	143.919	72.4423	56	10690	75	
289.402	19.7473	2407.67	19072.8	7198.98	925.759	29499.6	1252.42	135.813	63.1398	56	10909	75	
218.301	18.2372	3351.53	25896.2	7545.72	1180.73	39454.3	1484.98	153.291	73.9428	56	11020	75	
281.947	21.7888	2236.39	19489.1	9580.76	1160.46	31417.4	1459.26	170.558	84.7881	56	10650	75	
408.362	25.7711	2224.09	20160.1	9456.36	975.909	31185.9	1529.83	164.283	70.264	56	11597	75	
276.058	23.72	2163.31	18180.2	10052.9	1126.69	29495.7	1411.93	177.834	85.493	56	10017	75	
190.746	14.4241	1897.65	15224.7	6409.29	936.071	24321.5	1035.79	121.882	67.4988	56	10010	75	
238.922	24.3148	8376.82	31747.6	11203.3	32662.6	78450.2	1933.88	220.409	1497.41	56	11020	75	
227.469	23.6564	23349.7	54269.5	12532.3	121906	190010	2692.72	287.285	5494	56	11680	75	
432.573	27.7801	2983.06	24766.9	9474.58	1022.65	37718.8	1675.28	171.404	67.4537	56	12140	75	
284.415	22.3195	3902.27	30945.3	8596	1256.54	45792	1789.58	172.615	75.8336	56	11740	75	
315.372	20.3168	2742.45	20992.7	6626.12	763.297	28381.9	1293.84	130.351	48.1907	56	11050	75	
185.443	15.2787	2789.71	20130.6	7357.61	1133.32	32869.3	1266.67	143.074	77.5211	56	10290	75	
267.186	21.1795	3062.8	23913.5	9802.67	1318.78	39076	1626.06	181.708	91.3861	56	10909	75	
160.856	17.4902	4961.31	36831.7	8350.11	1477.97	53808.3	1951.92	181.589	84.9398	56	11340	75	
198.697	19.7086	4779.92	38241.5	8921.45	1448.2	53885.7	2060.49	190.138	82.0345	56	11700	75	
107.119	16.7202	13246.4	45222.1	9759.84	55390.5	115050	2303.11	217.036	2505.64	56	11489	75	
345.424	26.598	3780.99	31208.8	12637.6	1590.23	50275.7	2132.71	228.605	107.755	56	11870	75	
324.234	31.9278	10740.6	39753.7	14599.3	43963.1	100457	2460.64	280.564	2009.38	56	11740	75	
77.1623	7.41825	2293.58	8646.39	3230.99	6966.93	20204.2	506.491	72.4233	333.239	56	8860	75	
149.632	14.3327	3436.08	26755.1	6455.34	1071.9	36881.8	1442.84	140.588	63.7	56	10580	75	
221.241	12.8408	1075.11	6772.03	3590.22	465.522	10827.7	533.079	69.8632	39.1619	56	9350	75	
361.54	24.1409	2962.35	23574.4	8344.7	1003.4	36001.6	1513.95	156.424	65.2162	56	11670	75	
261.304	22.47	4462.39	33798.8	10626.5	1566.11	53493.5	2001.08	207.077	98.0824	56	11740	75	
103.453	7.6329	1372.96	7739.59	2682.54	571.742	10993.6	447.285	63.2541	43.1289	56	8860	75	
105.412	12.0493	3845.25	29931.1	6356.05	1023.44	37310.5	1527.55	146.022	56.1179	56	10380	75	
65.5936	9.13911	3286.23	23370.2	5080.61	2155.85	31970.4	1187.42	119.266	110.58	56	9790	75	
69.9727	7.34842	1909.84	13481.3	3496	704.549	18247.3	714.631	82.4723	47.3247	56	9180	75	
149.787	9.00865	960.092	2967.28	2155.15	486.86	5608.81	240.902	49.2159	42.0107	56	8640	75	
223.999	22.4508	17115.8	43346.6	11227.5	85960.7	142349	2266.82	247.834	3883.34	56	11220	75	
124.187	11.449	3376.47	17307.3	5636.8	7099.64	33638.3	1003.51	117.279	341.589	56	9760	75	
259.892	19.8637	2890.64	23283.5	9441.36	1267.63	37517.4	1577.44	173.871	87.7103	56	10909	75	
70.6904	14.0656	12190.9	43373	8575.22	50054.1	104652	2167.8	197.884	2262.19	56	11110	75	
152.403	16.5765	7053.46	33177.9	8489.41	19557.6	67741.8	1770.7	180.383	899.94	56	11041	75	
377.74	24.1409	2869.6	22785.4	7630.94	860.727	33046.5	1461.89	144.118	54.9624	56	11670	75	
165.791	18.2933	5251.95	42544.1	9173.3	1421.95	56117.9	2220.66	201.055	75.301	56	11710	75	
32.0887	8.92634	10066.8	32076.5	6231.48	44512.8	83518.2	1595.1	151.855	2016.88	56	8780	75	
69.1551	8.27654	4645.61	14095.9	4054.6	19334.6	39077.1	744.67	92.9233	887.6	56	9180	75	
101.875	6.70546	679.356	3117.26	2136.58	452.573	5721.74	251.138	47.429	39.0232	56	8640	75	
220.988	14.3971	1685.59	12010.9	4544.3	650.728	18315.8	790.474	90.2236	46.9912	56	10010	75	
138.239	12.9056	2811	21176.9	5509.19	998.779	31011.4	1168.12	119.579	63.3765	56	10170	75	
487.622	30	2411.26	22408.1	10637.8	1006.25	34401.3	1729.67	181.449	71.9875	56	12205	75	
318.746	19.7473	2239.66	17339.4	6129.99	667.336	24146.9	1131.86	117.13	44.5669	56	10909	75	
301.861	28.2332	10069.6	33401.4	12589.9	44636.8	90980.5	2061.47	244.164	2036.55	56	11020	75	
300.408	19.3527	1812.86	15211.1	7075.92	829.357	23811	1129.09	127.482	60.9915	56	10650	75	
158.6	16.2948	4127.64	32417.8	7554.96	1277.96	45495.5	1733.54	163.899	74.0562	56	11041	75	
357.538	31.1919	3177.97	26576.9	13470.3	1482.16	43019.9	1976.81	236.463	106.055	56	11270	75	
275.239	17.5146	1538.34	13084.8	6585.45	768.67	20670.8	1018.72	118.655	59.7618	56	10017	75	
348.71	33.4516	11398.9	40396.8	15138.5	48619.7	105330	2510.25	289.802	2219.04	56	11740	75	
125.359	8.79957	1509.27	7774.78	2747.13	596.242	11117.7	450.626	65.0359	45.1334	56	8860	75	
92.0601	10.1361	3149.44	23163.5	5085.55	901.911	29150.8	1178.97	119.645	53.1351	56	9790	75	
85.8409	7.8587	1967.01	13395.6	3507.26	683.522	17586.2	711.393	82.8895	45.957	56	9180	75	
121.175	7.48484	782.056	2921.31	2070.78	454.86	5446.77	236.538	46.8887	39.3925	56	8640	75	
200.955	17.0853	3357.06	24342.9	8233.2	1267.91	39345.3	1478.13	161.299	83.6634	56	10690	75	
160.06	12.8994	2683.25	20586.6	5360.87	802.27	26941.2	1139.27	116.079	49.2534	56	10170	75	
141.206	11.2797	2132.38	15615.8	4462.08	749.301	21831.6	887.775	96.8324	49.7699	56	9760	75	
461.029	30	2563.52	25292.6	12173.9	1240.44	39252.1	1952.32	207.52	88.8192	56	12205	75	
282.983	19.7473	2444.42	19769.1	7569.77	982.289	30670.5	1306.17	142.106	67.2027	56	10909	75	
270.658	18.9726	3229.89	24924.1	6880.01	865.95	32669.9	1438.58	141.203	51.4874	56	11020	75	
130.211	16.153	5333.63	43410.8	8864.88	1337.29	54534.5	2214.57	199.21	67.4166	56	11489	75	
310.189	19.3527	1756.86	14150.2	6510.91	743.216	22026.7	1047.19	117.893	54.8005	56	10650	75	
202.901	12.8408	1157.87	8595.06	4556.46	611.366	13887	673.732	86.1937	49.6193	56	9350	75	
255.787	24.627	13495.3	37662.3	11572	65126.1	115426	2113.19	240.386	2951.66	56	11041	75	
312.515	17.7694	1397.35	9682.23	4786.62	498.63	14967.4	756.26	88.3215	40.4239	56	10017	75	
46.9447	2.56869	463.847	1198.34	1157.39	305.225	2664.94	127.44	36.1685	38.3823	56	5970	75	
350.695	33.7502	12486.7	42494.1	15403.6	54699	113842	2597.93	297.632	2491.59	56	11850	75	
152.117	9.06817	864.016	5142.88	2919.21	441.004	8533.66	416.08	61.1838	41.2375	56	8130	75	
122.649	7.17026	827.404	2475.02	1858.25	423.189	4756.1	212.051	45.7672	41.1276	56	7640	75	
197.733	12.1952	1125.01	8282.05	4363.95	566.803	13327.7	656.077	84.1851	49.0128	56	8690	75	
97.5282	9.519	2722.37	18060.9	4166.18	827.962	23054.6	916.81	100.923	52.3509	56	9340	75	
86.9118	6.75195	1270.03	7713.01	2633.76	553.242	10900	444.762	61.9086	41.6153	56	8860	75	
59.1986	9.42979	7847.27	24154.6	5415.05	34419.7	65732.6	1225.76	126.129	1563.26	56	9790	75	
51.4546	5.52013	1851.27	12132.7	2922.61	619.129	15674.2	626.781	75.9579	46.3923	56	7790	75	
93.3835	5.79348	749.447	1281.77	1424.36	443.891	3149.6	115.636	38.5057	41.1426	56	7860	75	
183.355	12.7098	2136.3	13646.9	4194.64	694.886	18536	791.132	91.7528	47.8672	56	9610	75	
164.54	9.79437	1051.89	2990.98	2198.65	503.36	5692.36	243.152	50.4159	43.3607	56	8640	75	
240.268	14.9158	1715.9	11821.4	4527.59	594.734	16943.6	782.11	89.9718	43.1019	56	10010	75	
140.874	11.5916	1848.28	12545.6	5194.99	866.62	21042.6	824.867	103.283	63.3693	56	9480	75	
137.901	14.6025	6127.57	27641	7488.79	17631.1	58336.3	1486.32	158.896	813.593	56	10580	75	
449.414	30	2630.02	26552.5	12844.8	1342.73	41370.9	2049.57	218.908	96.171	56	12205	75	
299.706	28.5731	5198.41	26993.9	12357	14708	55302.6	1863.72	225.862	696.256	56	10909	75	
244.894	18.2372	3199.27	25192.7	6909.05	946.536	34603.5	1450.59	141.71	57.1111	56	11020	75	
191.341	20.0064	7282.55	39066.2	10051.1	15687	73410.9	2100.81	209.889	727.449	56	11700	75	
116.612	16.2887	6475.41	44057.7	9027.42	7493.63	64929.1	2246.19	203.046	349.086	56	11489	75	
272.53	19.3595	1975.62	18294.6	8717.98	1079.7	28996.3	1367.09	155.351	78.984	56	10650	75	
95.8155	5.70677	683.225	3577.32	2236.29	393.919	6251.7	305.45	52.4379	42.2081	56	6830	75	
62.6924	3.85676	601.849	713.249	1109.46	388.846	2211.27	78.6466	34.3526	40.0064	56	7060	75	
61.3436	3.56907	598.797	627.387	1040.21	364.471	2031.77	77.294	34.2168	40.3491	56	6540	75	
270.814	15.4751	1383.89	6851.75	3736.54	521.022	11108.8	540.648	73.8996	43.7028	56	9350	75	
78.3553	4.34212	638.031	1386.11	1309.22	347.424	3042.5	138.973	38.7394	40.2074	56	6360	75	
93.9866	5.52343	796.576	763.522	1201.74	423.846	2388.5	83.4193	36.8981	42.87	56	7060	75	
73.4142	4.21193	673.906	646.778	1075.8	377.971	2100.12	79.1349	35.1986	41.4537	56	6540	75	
131.895	7.39569	830.138	3074.07	2032.31	385.93	5492.04	264.561	49.2582	40.8062	56	7120	75	
339.339	19.198	1564.25	9725.32	4865.72	528.63	15119.3	760.351	90.5034	42.8785	56	10017	75	
78.3331	5.72885	1344.51	6171.44	2007.38	520.023	8698.36	340.884	55.8709	45.3209	56	7270	75	
60.8069	3.25587	544.871	1161.57	1166.1	315.594	2643.13	124.987	36.7394	39.2779	56	5970	75	
194.348	11.0324	1080.69	4754.94	2793.49	447.682	7995.71	387.238	60.2593	42.1473	56	8130	75	
141.872	8.19407	947.022	2505.91	1914.93	444.689	4864.97	214.983	47.3308	42.8866	56	7640	75	
153.054	8.64464	920.984	3578.62	2271.65	410.644	6260.58	300.756	52.6994	41.4053	56	7490	75	
161.124	10.7043	1731.81	7832.23	2852.58	636.242	11320.2	456.08	67.945	48.4062	56	8860	75	
